Main Category,Sub Category,Sub Category Link,Job Title,Job Title Link,Salary,Salary Link,Average Salary,Educational Levels,No of Candidates,No of Jobs,Skills
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Auditor,https://www.careerbuilder.com/jobs-auditor,$69691,https://www.careerbuilder.com/salary-auditor,"$83,000","{'VOCATIONAL': '$60,000', 'HIGH SCHOOL': '$60,000', 'ASSOCIATE': '$67,500', 'BACHELOR': '$83,500', 'MASTER': '$94,000', 'DOCTORATE': '$97,000'}","211,490","1,586,127","['Conduct Inspection', 'Auditing', 'Internal Controls', 'Internal Auditing', 'Audit Planning', 'Auditing Standards', 'Evaluation Procedures', 'Audit Report', 'Reporting Issues', 'Effective Audit Documentation', 'Internal Audit Methodology', 'Types Of Audits', 'Perform Audit Procedures', 'Auditing Concepts', 'Objective Conclusions', 'Conducting Quality Audits', 'Clearly Communicate Issues', 'Documenting Findings']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Bookkeeper,https://www.careerbuilder.com/jobs-bookkeeper,$51904,https://www.careerbuilder.com/salary-bookkeeper,"$66,000","{'VOCATIONAL': '$46,000', 'HIGH SCHOOL': '$47,000', 'ASSOCIATE': '$49,000', 'BACHELOR': '$57,000', 'MASTER': '$63,000', 'DOCTORATE': '$68,000'}","346,668","1,739,994","['Financial Transactions', 'Financial Statements', 'Financial Analysis', 'General Ledger', 'Accounting Systems', 'Collections', 'Balance Sheet', 'Accounts Payable', 'Accounting', 'Tax Planning', 'Tax Preparation', 'Tax Compliance Software', 'Accounts Receivable', 'Account Analysis', 'Accounting Codes', 'Accounting Policy', 'Accrual Accounting', 'Double Entry Accounting', 'Generally Accepted Accounting Principles', 'Maintain Fiscal Integrity', 'Quickbooks (Accounting Software)', 'Account Reconciliation', 'Trust Accounting System', 'Tax Consulting', 'Tax Return', 'Accounting Softwares', 'Bookkeeping', 'Accruals', 'Bank Reconciliations', 'Fixed Asset', 'Property Tax', 'Peachtree (Accounting Software)', 'Depreciation', 'Income Statement', 'Ledgers (Accounting)', 'Record Payments', 'Prepare Financial Reports', 'Business Transactions', 'Tax Preparations', 'Accounts Reconciliation', 'Bank Account Reconciliation', 'Reconciling Transactions', 'Credit Card Reconciliation', 'Auditing', 'Financial Auditing', 'Deposit Accounts', 'Post Customer Payment']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Business Analyst,https://www.careerbuilder.com/jobs-business-analyst,$87843,https://www.careerbuilder.com/salary-business-analyst,"$87,000","{'VOCATIONAL': '$73,500', 'HIGH SCHOOL': '$69,000', 'ASSOCIATE': '$72,500', 'BACHELOR': '$87,500', 'MASTER': '$99,500', 'DOCTORATE': '$110,000'}","754,071","7,565,299","['Business Application', 'Test Of Software', 'Business Action Plans', 'Business Modelling', 'Business Application Development', 'Systems Design', 'Systems Analysis', 'Business Requirements', 'Business Process', 'Business Analysis', 'Business Operations']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,CFO,https://www.careerbuilder.com/jobs-cfo,$110841,https://www.careerbuilder.com/salary-cfo,"$107,500","{'VOCATIONAL': '$67,000', 'HIGH SCHOOL': '$69,500', 'ASSOCIATE': '$71,000', 'BACHELOR': '$105,000', 'MASTER': '$124,500', 'DOCTORATE': '$133,000'}","110,527","628,466",[]
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Controller,https://www.careerbuilder.com/jobs-controller,$93144,https://www.careerbuilder.com/salary-controller,"$91,500","{'VOCATIONAL': '$69,500', 'HIGH SCHOOL': '$67,000', 'ASSOCIATE': '$69,500', 'BACHELOR': '$86,500', 'MASTER': '$98,500', 'DOCTORATE': '$103,500'}","346,097","1,567,448","['Receivables', 'Accounts Payable', 'Accounts Receivable', 'Bookkeeping', 'Bank Reconciliations', 'Automated Clearing House', 'Reconciliation', 'Ledgers (Accounting)', 'Quickbooks (Accounting Software)', 'Garnishment']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Estimator,https://www.careerbuilder.com/jobs-estimator,$99346,https://www.careerbuilder.com/salary-estimator,"$98,500","{'VOCATIONAL': '$84,000', 'HIGH SCHOOL': '$78,000', 'ASSOCIATE': '$78,000', 'BACHELOR': '$86,000', 'MASTER': '$93,000', 'DOCTORATE': '$105,500'}","42,099","576,067","['Shop Drawing', 'Construction Management', 'General Contractor', 'Estimators', 'Constructability', 'Submittals (Construction)', 'Bidding', 'Architectural Design', 'Construction', 'Subcontracting']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Finance Manager,https://www.careerbuilder.com/jobs-finance-manager,$79401,https://www.careerbuilder.com/salary-finance-manager,"$89,000","{'VOCATIONAL': '$68,500', 'HIGH SCHOOL': '$63,500', 'ASSOCIATE': '$69,000', 'BACHELOR': '$86,500', 'MASTER': '$103,000', 'DOCTORATE': '$110,500'}","570,991","5,893,969","['Financial Statements', 'Financial Analysis', 'Prepare Budget', 'Provide Financial Support', 'Finance', 'Provide Consultative Advice', 'Business Related Analysis', 'Cost Optimisation', 'Identifying Anomalies', 'Expense Policies', 'Strategic Forecasting', 'Budgetary Principles', 'Controlling Processes', 'Creating Financial Models', 'Budgetary Policies', 'Capital Planning Process', 'Financial Accounting Processes', 'Analysis Of Budget', 'Cash Management Activities', 'Liability Accounts', 'Provide Analytic Support', 'Provide Advice', 'Financial Planning', 'Financial Forecasting']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Financial Analyst,https://www.careerbuilder.com/jobs-financial-analyst,$77696,https://www.careerbuilder.com/salary-financial-analyst,"$89,000","{'VOCATIONAL': '$72,500', 'HIGH SCHOOL': '$69,000', 'ASSOCIATE': '$73,000', 'BACHELOR': '$88,500', 'MASTER': '$101,000', 'DOCTORATE': '$112,000'}","417,797","3,485,962","['Use Statistical Method', 'Financial Statements', 'Financial Analysis', 'Forecasting', 'Finance', 'Accounting', 'Data Analysis', 'Provide Consultative Advice', 'Business Related Analysis', 'Cost Optimisation', 'Identifying Anomalies', 'Budgetary Principles', 'Analysis Of Budget', 'Budgeting', 'Provide Advice', 'Develop Cost Analysis', 'Perform Economic Evaluation', 'Develop Financial Model', 'Auditing', 'Financial Auditing', 'Financial Planning', 'Business Analytics', 'Financial Systems', 'Financial Data Management', 'Accrual Analysis', 'Financial Planning Software', 'Performing Variance Analysis', 'Financial Analysis Tools', 'Financial Modeling Tools', 'Financial Forecasting']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Fraud Analyst,https://www.careerbuilder.com/jobs-fraud-analyst,$57164,https://www.careerbuilder.com/salary-fraud-analyst,"$87,000","{'VOCATIONAL': '$67,500', 'HIGH SCHOOL': '$58,500', 'ASSOCIATE': '$62,500', 'BACHELOR': '$86,000', 'MASTER': '$105,000', 'DOCTORATE': '$121,500'}","38,625","194,175",[]
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Investment Analyst,https://www.careerbuilder.com/jobs-investment-analyst,$85375,https://www.careerbuilder.com/salary-investment-analyst,"$100,000","{'VOCATIONAL': '$79,000', 'HIGH SCHOOL': '$81,500', 'ASSOCIATE': '$86,500', 'BACHELOR': '$98,500', 'MASTER': '$112,500', 'DOCTORATE': '$124,500'}","126,987","1,060,521","['Financial Modeling', 'Corporate Finance', 'Financial Statement Analysis', 'Private Equity', 'Financial Institution', 'Investments', 'Treasury', 'Financial Analysis', 'Leverage', 'Financial Accounting']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Loan Officer,https://www.careerbuilder.com/jobs-loan-officer,$,https://www.careerbuilder.com/salary-loan-officer,"$82,000","{'VOCATIONAL': '$64,000', 'HIGH SCHOOL': '$55,000', 'ASSOCIATE': '$57,500', 'BACHELOR': '$77,000', 'MASTER': '$99,000', 'DOCTORATE': '$110,500'}","101,805","805,169","['Business Development', 'Implement Sale Strategy', 'Address Prospective Client', 'Negotiation', 'Cultivating Long Term Relationships', 'Identifying New Prospects', 'Customer Service', 'Customer Relationship Management', 'Financial Analysis', 'Finance', 'Loan Sales', 'Loan Documentation', 'Credit Analysis', 'Loans', 'Fair Lending Laws', 'Evaluate Their Needs', 'Monitoring Credit', 'Fair Lending Practices', 'Credit Guidelines', 'Loan Accounting', 'Assessing Risk', 'Act On Opportunities', 'Develop Sale Relationship', 'Ensure Performance Objectives', 'Identify Opportunity', 'Computer Literacy', 'Loan Servicing', 'Customer Satisfaction', 'Credit Reports', 'Prospecting New Clients', 'Interpersonal Skills', 'Account Management']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Project Accountant,https://www.careerbuilder.com/jobs-project-accountant,$64409,https://www.careerbuilder.com/salary-project-accountant,"$74,000","{'VOCATIONAL': '$57,500', 'HIGH SCHOOL': '$58,500', 'ASSOCIATE': '$62,500', 'BACHELOR': '$80,000', 'MASTER': '$88,000', 'DOCTORATE': '$85,500'}","103,871","884,590","['Job Costing', 'Accounts Payable', 'Tax Return', 'General Ledger', 'Accruals', 'Accounts Receivable', 'Accounting Systems', 'Reconciliation', 'Account Analysis', 'Fixed Asset']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Project Manager,https://www.careerbuilder.com/jobs-project-manager,$101294,https://www.careerbuilder.com/salary-project-manager,"$87,500","{'VOCATIONAL': '$68,500', 'HIGH SCHOOL': '$65,500', 'ASSOCIATE': '$69,000', 'BACHELOR': '$82,000', 'MASTER': '$93,500', 'DOCTORATE': '$102,000'}","2,231,906","21,175,180","['Project Management', 'Coordinating', 'Appointment Scheduling', 'Project Coordination', 'Timelines', 'Procurement', 'Management', 'Analysis', 'Project Planning', 'Problem Solving']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Property Accountant,https://www.careerbuilder.com/jobs-property-accountant,$72807,https://www.careerbuilder.com/salary-property-accountant,"$76,500","{'VOCATIONAL': '$64,500', 'HIGH SCHOOL': '$59,500', 'ASSOCIATE': '$59,500', 'BACHELOR': '$82,500', 'MASTER': '$90,500', 'DOCTORATE': '$99,500'}","40,505","225,799","['Financial Statements', 'Financial Analysis', 'General Ledger', 'Standard Accounting Practices', 'Finance', 'Accounting', 'Income Tax', 'International Financial Reporting Standards', 'Generally Accepted Accounting Principles', 'Provide Financial Information', 'Prepare Bank Reconciliation', 'Compile Budget Information', 'Analyze Revenue', 'Coordinate Control Procedure', 'Explain Financial Transaction', 'Review Billing', 'Check Calculation', 'Analysis Of Variance', 'General Ledger Processing', 'Cash Flow Reporting', 'General Ledger Analysis', 'Expense Statements', 'Reconcile Bank Statements', 'Cash Flow Management']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Quality Manager,https://www.careerbuilder.com/jobs-quality-manager,$84625,https://www.careerbuilder.com/salary-quality-manager,"$81,000","{'VOCATIONAL': '$63,000', 'HIGH SCHOOL': '$61,000', 'ASSOCIATE': '$65,000', 'BACHELOR': '$79,000', 'MASTER': '$91,500', 'DOCTORATE': '$101,500'}","1,874,865","24,152,409","['Product Quality Assurance', 'Quality Assurance', 'Corrective And Preventive Action (Capa)', 'Statistical Process Controls', 'Failure Mode Effects Analysis', 'Manufacturing', 'Production Part Approval Process', 'Process Development', 'Total Quality Management', 'Iso 14000 Standard', 'Preventive Action', 'Continuous Improvement Process']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Sales Manager,https://www.careerbuilder.com/jobs-sales-manager,$80655,https://www.careerbuilder.com/salary-sales-manager,"$73,500","{'VOCATIONAL': '$57,500', 'HIGH SCHOOL': '$54,500', 'ASSOCIATE': '$60,000', 'BACHELOR': '$76,000', 'MASTER': '$92,000', 'DOCTORATE': '$102,000'}","2,779,555","22,355,938","['Manage Sale Team', 'Business Development', 'Implement Sale Strategy', 'Address Prospective Client', 'Create Sale Plan', 'Sales Process Training', 'Negotiation', 'Cultivating Long Term Relationships', 'Forecasting Information', 'Identifying New Prospects', 'Bid Strategies', 'Market Trend', 'Customer Relationship Management', 'Sales Management', 'Financial Analysis', 'Provide Direction', 'Leadership', 'Developing Sales Plans', 'Media Sales', 'Achieve Sales Quotas', 'Implementing Sales Strategies', 'Verbal Communications Skills', 'Oral Communication Capabilities', 'Overcome Objections', 'Team Building', 'Evaluate Their Needs', 'Act On Opportunities', 'Develop Long Term Relationships', 'Strategic Planning', 'Creativity', 'Management', 'Manage Team', 'Develop Sale Team', 'Expand Client Relationships', 'Provide Management', 'Principles Of Management', 'Execute Merchandising Plan', 'Maximize Sale', 'Advertising', 'Delegate Task', 'Develop Staff', 'Coach Employee', 'Sales', 'Supervise Team Member', 'Offer Coaching', 'Offer Feedback', 'Motivate Team Member', 'Analyze Customer Service', 'Assist Team Member', 'Performance Improvement Plans', 'Leadership Ability', 'Business Development Techniques', 'Execute Sales Campaigns', 'Prospecting New Clients', 'Performance Improvement', 'Performance Appraisal', 'Interpersonal Skills', 'Account Management']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Staff Accountant,https://www.careerbuilder.com/jobs-staff-accountant,$54854,https://www.careerbuilder.com/salary-staff-accountant,"$68,000","{'VOCATIONAL': '$53,500', 'HIGH SCHOOL': '$55,500', 'ASSOCIATE': '$58,500', 'BACHELOR': '$74,000', 'MASTER': '$81,000', 'DOCTORATE': '$78,500'}","107,370","1,018,467","['Financial Statements', 'Financial Analysis', 'Standard Accounting Practices', 'Accounts Payable', 'Billing Reconciliations', 'Account Reconciliation', 'Bookkeeping', 'Financial Statement Analysis', 'Prepare Journal Entry', 'Prepare Balance Sheet', 'Prepare Reconciliation', 'Maintain Ledger', 'Account Receivable Processing', 'Provide Accounting Support', 'Perform Reconciliation', 'Adjust Journal Entry', 'General Ledger Reconciliation', 'Monthly Account Reconciliations']"
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Tax Accountant,https://www.careerbuilder.com/jobs-tax-accountant,$72982,https://www.careerbuilder.com/salary-tax-accountant,"$77,500","{'VOCATIONAL': '$56,500', 'HIGH SCHOOL': '$57,000', 'ASSOCIATE': '$59,000', 'BACHELOR': '$80,500', 'MASTER': '$90,000', 'DOCTORATE': '$90,500'}","99,822","731,627",[]
Accounting and Financial Jobs,Accounting and Auditing,https://www.careerbuilder.com/browse/category/accounting-and-auditing,Tax Associate,https://www.careerbuilder.com/jobs-tax-associate,$70958,https://www.careerbuilder.com/salary-tax-associate,"$76,500","{'VOCATIONAL': '$51,500', 'HIGH SCHOOL': '$49,500', 'ASSOCIATE': '$54,000', 'BACHELOR': '$72,000', 'MASTER': '$85,000', 'DOCTORATE': '$97,500'}","163,028","1,690,609","['Administration', 'Financial Statements', 'Financial Management', 'Income Tax', 'Tax Planning', 'Provide Analytic Support', 'Tax Return', 'Bookkeeping', 'Monitor Flow Process', 'Prepare Federal Tax Return', 'Review Tax Return', 'Address Client Need', 'Understand Tax Regulation', 'Financial Statement Analysis', 'Debt Securities']"
Accounting and Financial Jobs,Banking and Insurance,https://www.careerbuilder.com/browse/category/banking-and-insurance,Analyst,https://www.careerbuilder.com/jobs-analyst,$76463,https://www.careerbuilder.com/salary-analyst,"$83,000","{'VOCATIONAL': '$68,500', 'HIGH SCHOOL': '$65,000', 'ASSOCIATE': '$68,500', 'BACHELOR': '$82,500', 'MASTER': '$93,500', 'DOCTORATE': '$99,000'}","957,935","10,459,222",[]
Accounting and Financial Jobs,Banking and Insurance,https://www.careerbuilder.com/browse/category/banking-and-insurance,Appraiser,https://www.careerbuilder.com/jobs-appraiser,$64083,https://www.careerbuilder.com/salary-appraiser,"$64,000","{'VOCATIONAL': '$50,500', 'HIGH SCHOOL': '$54,000', 'ASSOCIATE': '$56,500', 'BACHELOR': '$66,000', 'MASTER': '$76,000', 'DOCTORATE': '$83,000'}","17,858","120,979","['Human Resources', 'Government', 'Mortgage Loans', 'Real Estates', 'Finance', 'Accounting', 'Assets', 'Management', 'Underwriting', 'Auditing']"
Accounting and Financial Jobs,Banking and Insurance,https://www.careerbuilder.com/browse/category/banking-and-insurance,Auditor,https://www.careerbuilder.com/jobs-auditor,$69691,https://www.careerbuilder.com/salary-auditor,"$83,000","{'VOCATIONAL': '$60,000', 'HIGH SCHOOL': '$60,000', 'ASSOCIATE': '$67,500', 'BACHELOR': '$83,500', 'MASTER': '$94,000', 'DOCTORATE': '$97,000'}","211,490","1,586,127","['Conduct Inspection', 'Auditing', 'Internal Controls', 'Internal Auditing', 'Audit Planning', 'Auditing Standards', 'Evaluation Procedures', 'Audit Report', 'Reporting Issues', 'Effective Audit Documentation', 'Internal Audit Methodology', 'Types Of Audits', 'Perform Audit Procedures', 'Auditing Concepts', 'Objective Conclusions', 'Conducting Quality Audits', 'Clearly Communicate Issues', 'Documenting Findings']"
Accounting and Financial Jobs,Banking and Insurance,https://www.careerbuilder.com/browse/category/banking-and-insurance,Bank Manager,https://www.careerbuilder.com/jobs-bank-manager,$70192,https://www.careerbuilder.com/salary-bank-manager,"$76,000","{'VOCATIONAL': '$54,500', 'HIGH SCHOOL': '$51,500', 'ASSOCIATE': '$56,500', 'BACHELOR': '$76,500', 'MASTER': '$93,000', 'DOCTORATE': '$103,500'}","663,834","5,409,724",[]
Accounting and Financial Jobs,Banking and Insurance,https://www.careerbuilder.com/browse/category/banking-and-insurance,Bank Teller,https://www.careerbuilder.com/jobs-bank-teller,$35797,https://www.careerbuilder.com/salary-bank-teller,"$50,000","{'VOCATIONAL': '$45,500', 'HIGH SCHOOL': '$43,500', 'ASSOCIATE': '$45,500', 'BACHELOR': '$53,000', 'MASTER': '$57,000', 'DOCTORATE': '$63,500'}","121,990","557,263","['Customer Service', 'Financial Transactions', 'Banking', 'Resolve Problem', 'Clerical Works', 'Provide Information', 'Fraud Detection', 'Bank Products', 'Accurate Manner', 'Assess Customer Needs', 'Banking Regulations', 'Banking Requirements', 'Banking Retail Policies', 'Banks Products', 'Customer Confidentiality', 'Customer Privacy', 'Increase Client Base', 'Opening Accounts', 'Promote Bank Products', 'Sales Of Services']"
Accounting and Financial Jobs,Banking and Insurance,https://www.careerbuilder.com/browse/category/banking-and-insurance,Banker,https://www.careerbuilder.com/jobs-banker,$65820,https://www.careerbuilder.com/salary-banker,"$71,500","{'VOCATIONAL': '$58,000', 'HIGH SCHOOL': '$53,000', 'ASSOCIATE': '$56,000', 'BACHELOR': '$73,000', 'MASTER': '$86,500', 'DOCTORATE': '$100,500'}","100,371","1,006,421","['Call Centers', 'Sales', 'Customer Service', 'Retailing', 'Wholesaling', 'Cash Drawer', 'Professional Customer Services', 'Selling Techniques', 'Customer Relationship Management', 'Booking (Sales)']"
